Symbol,Trade,Date,Price,Ex. date,Ex. Price,% chg,Profit,% Profit,Shares,Position value,Cum. Profit,# bars,Profit/bar,MAE,MFE
spx,Long,4/06/2015,2095.840,8/06/2015,2079.280,  -0.790%,  -0.302,  -0.790%,   0.018,  38.266,  36.964,   3.000,  -0.151,  -0.790%,   0.814%
spx,Long,11/06/2015,2108.860,12/06/2015,2094.110,  -0.699%,  -0.266,  -0.699%,   0.018,  37.964,  36.699,   2.000,  -0.266,  -0.699%,   0.292%
spx,Long,24/06/2015,2108.580,25/06/2015,2102.310,  -0.297%,  -0.112,  -0.297%,   0.018,  37.699,  36.586,   2.000,  -0.112,  -0.297%,   0.783%
spx,Long,14/07/2015,2108.950,22/07/2015,2114.150,   0.247%,   0.093,   0.247%,   0.018,  37.586,  36.679,   7.000,   0.015,  -0.511%,   1.132%
spx,Long,29/07/2015,2108.570,11/08/2015,2084.070,  -1.162%,  -0.438,  -1.162%,   0.018,  37.679,  36.241,  10.000,  -0.049,  -1.928%,   0.269%
spx,Long,23/09/2015,1938.760,25/09/2015,1931.340,  -0.383%,  -0.143,  -0.383%,   0.019,  37.241,  36.099,   3.000,  -0.071,  -1.539%,   0.555%
spx,Long,1/10/2015,1923.820,13/11/2015,2023.040,   5.157%,   1.913,   5.157%,   0.019,  37.099,  38.012,  32.000,   0.062,  -1.566%,  10.014%
spx,Long,16/11/2015,2053.190,27/11/2015,2090.110,   1.798%,   0.702,   1.798%,   0.019,  39.012,  38.714,   9.000,   0.088,  -1.646%,   2.137%
spx,Long,1/12/2015,2102.630,2/12/2015,2079.510,  -1.100%,  -0.437,  -1.100%,   0.019,  39.714,  38.277,   2.000,  -0.437,  -1.100%,   0.035%
spx,Long,15/12/2015,2043.410,17/12/2015,2041.890,  -0.074%,  -0.029,  -0.074%,   0.019,  39.277,  38.248,   3.000,  -0.015,  -0.874%,   1.630%
spx,Long,17/02/2016,1926.820,3/05/2016,2063.370,   7.087%,   2.781,   7.087%,   0.020,  39.248,  41.029,  54.000,   0.052,  -1.859%,   9.561%
spx,Long,4/05/2016,2051.120,5/05/2016,2050.630,  -0.024%,  -0.010,  -0.024%,   0.020,  42.029,  41.019,   2.000,  -0.010,  -0.272%,   0.448%
spx,Long,6/05/2016,2057.140,12/05/2016,2064.110,   0.339%,   0.142,   0.339%,   0.020,  42.019,  41.162,   5.000,   0.036,  -0.860%,   1.348%
